,fecha,titulo,descripcion
66,26/01/2021,Desconocidos intentaron robar a pasajeros de bus en Guayaquil,"Con un arma de fuego dos hombres amenazaron a los usuarios de un bus mientras les arrebataban los bolsos, carteras, celulares y dinero. El atraco quedó grabado en una cámara de video del transporte público en Guayaquil. Video: @InformadosEcuador"
67,26/01/2021,Pasajeros de un bus intentaron linchar a hombre que los amenazó con pistola; otro sospechoso disparó a la Policía,"El día apenas empezaba. Eran las 04:00 de este martes, 26 de enero del 2020, cuando dos desconocidos se subieron a un bus urbano en el norte de Guayaquil y comenzaron a robar a los pasajeros."
68,21/01/2021,Cámara registra a un vendedor que se enfrenta a hombres armados cuando asaltan un local,"La cámara de seguridad de un local comercial captó el momento en el que un hombre que atendía el negocio fue asaltado por dos atacantes armados. La víctima reacciona y al notar que se defiende, uno de los sospechosos huye, mientras el otro es enfrentado por el vendedor, quien lo neutraliza. Video: Redes sociales"
69,21/01/2021,Video registra a un vendedor que defiende su local en Ecuador con una llave al estilo de la ‘lucha libre’,"En imágenes, difundidas en redes sociales, se puede observar el momento en el que un hombre defiende su negocio de dos hombres armados que ingresaron al local comercial. El hecho sucedió en Cuenca, en el sur del Ecuador."
70,19/01/2021,"Policía arresta a mujer que habría tratado de vender computadora de Pelosi a Rusia, tras asalto al Capitolio","Autoridades estadounidenses arrestaron a una mujer acusada de robar una computadora portátil o un disco duro de la oficina de la Presidenta de la Cámara de Representantes, Nancy Pelosi, durante el asalto al Capitolio que realizaron los partidarios del presidente Donald Trump, reportaron medios locales."
71,12/01/2021,Informe de FBI alertó de una ‘guerra’ en el Capitolio un día antes del asalto,"Un informe interno del Buró Federal de Investigaciones de EE.UU. (FBI) alertó un día antes del asalto al Capitolio de que un grupo de extremistas se preparaba para lanzar una ""guerra"" en Washington y cometer violencia contra el Congreso, desveló este martes el diario The Washington Post."
72,12/01/2021,Seguidores de Donald Trump en asalto al Capitolio sufren consecuencias al volver a casa,"De pie en medio de una multitud de partidarios del presidente Donald Trump que agitaba banderas frente al Capitolio estadounidense el miércoles pasado, Rick Saccone decidió capturar el histórico momento."
73,12/01/2021,Demócratas siguen adelante con planes de juicio político contra Donald Trump tras asalto al Capitolio,Los demócratas le darán al presidente Donald Trump una última oportunidad el martes para dejar el cargo días antes de que expire su mandato si no quiere enfrentar un inédito segundo juicio político por el asalto de sus partidarios al Capitolio el 6 de enero.
74,11/01/2021,Legisladora da positivo al coronavirus tras el encierro durante el asalto al Congreso de Estados Unidos,"Una legisladora estadounidense de 75 años dijo este lunes, 11 de enero del 2021, que había dado positivo en el test de covid-19 después de haber estado encerrada para eludir una turba que atacó el Capitolio de Estados Unidos la semana pasada, y dijo que creía que estuvo expuesta cuando se refugió con colegas sin mascarilla."
75,11/01/2021,Sentenciado a 1 075 años de cárcel el predicador de una secta turca por abuso sexual y asalto,"El telepredicador turco Adnan Oktar, líder de una secta islamista y conocido por su programa televisivo en el que aparecía rodeados de apuestos jóvenes, ha sido sentenciado el lunes 11 de enero del 2021 a 1 075 años de cárcel por varios delitos de abuso sexual y fraude."
76,11/01/2021,Schwarzenegger compara asalto al Capitolio con el nazismo en Alemania,"El actor y exgobernador republicano de California Arnold Schwarzenegger calificó al primer mandatario estadounidense Donald Trump como el ""peor presidente de la historia"" y comparó el asalto al Capitolio con uno de los episodios más dramáticos del nazismo en Alemania."
77,10/01/2021,Varias empresas suspenderán apoyo a republicanos opuestos a confirmar a Biden como Presidente de EE.UU.,"Tres grandes empresas estadounidenses, incluida la conocida cadena de hoteles Marriott, van a suspender sus donaciones a los legisladores republicanos que esta semana trataron de frenar la confirmación de Joe Biden como próximo presidente."
78,09/01/2021,"Autoridades arrestan en EE.UU. a Jake Angeli, Richard Barnett…, los asaltantes del Capitolio","Las autoridades de Estados Unidos comenzaron el sábado 9 de enero del 2021 del fin de semana las detenciones de participantes en el asalto al Capitolio mientras los demócratas del Congreso detallan sus planes para iniciar el lunes 11 de enero del 2021 el proceso para un segundo juicio político al presidente saliente, Donald Trump."
